RecordDate,AgencyName,FiscalYear,RestatementFlag,Measures,Amount (in Billions)
2010-09-30,U.S. Postal Service,2010,Y,Gross Cost,58.2
2010-09-30,U.S. Postal Service,2010,Y,Earned Revenue,67.1
2010-09-30,U.S. Postal Service,2010,Y,Subtotal,NA
2010-09-30,U.S. Postal Service,2010,Y,Change in Assumptions,NA
2010-09-30,U.S. Postal Service,2010,Y,Net Cost,-8.9
2010-09-30,Department of Housing and Urban Development,2010,Y,Gross Cost,62.6
2010-09-30,Department of Housing and Urban Development,2010,Y,Earned Revenue,1
2010-09-30,Department of Housing and Urban Development,2010,Y,Subtotal,NA
2010-09-30,Department of Housing and Urban Development,2010,Y,Change in Assumptions,NA
2010-09-30,Department of Housing and Urban Development,2010,Y,Net Cost,61.6
2010-09-30,Office of Personnel Management,2010,Y,Gross Cost,41.2
2010-09-30,Office of Personnel Management,2010,Y,Earned Revenue,16.9
2010-09-30,Office of Personnel Management,2010,Y,Subtotal,NA
2010-09-30,Office of Personnel Management,2010,Y,Change in Assumptions,NA
2010-09-30,Office of Personnel Management,2010,Y,Net Cost,24.3
2010-09-30,Department of Justice,2010,Y,Gross Cost,31.2
2010-09-30,Department of Justice,2010,Y,Earned Revenue,1.1
2010-09-30,Department of Justice,2010,Y,Subtotal,NA
2010-09-30,Department of Justice,2010,Y,Change in Assumptions,NA
2010-09-30,Department of Justice,2010,Y,Net Cost,30.1
2010-09-30,Department of Energy,2010,Y,Gross Cost,46.8
2010-09-30,Department of Energy,2010,Y,Earned Revenue,3.9
2010-09-30,Department of Energy,2010,Y,Subtotal,NA
2010-09-30,Department of Energy,2010,Y,Change in Assumptions,NA
2010-09-30,Department of Energy,2010,Y,Net Cost,42.9
2010-09-30,Department of State,2010,Y,Gross Cost,25.6
2010-09-30,Department of State,2010,Y,Earned Revenue,2.5
2010-09-30,Department of State,2010,Y,Subtotal,NA
2010-09-30,Department of State,2010,Y,Change in Assumptions,NA
2010-09-30,Department of State,2010,Y,Net Cost,23.1
2010-09-30,National Aeronautics and Space Administration,2010,Y,Gross Cost,24.2
2010-09-30,National Aeronautics and Space Administration,2010,Y,Earned Revenue,0.1
2010-09-30,National Aeronautics and Space Administration,2010,Y,Subtotal,NA
2010-09-30,National Aeronautics and Space Administration,2010,Y,Change in Assumptions,NA
2010-09-30,National Aeronautics and Space Administration,2010,Y,Net Cost,24.1
2010-09-30,Department of the Interior,2010,Y,Gross Cost,20.8
2010-09-30,Department of the Interior,2010,Y,Earned Revenue,2.2
2010-09-30,Department of the Interior,2010,Y,Subtotal,NA
2010-09-30,Department of the Interior,2010,Y,Change in Assumptions,NA
2010-09-30,Department of the Interior,2010,Y,Net Cost,18.6
2010-09-30,Federal Deposit Insurance Corporation,2010,Y,Gross Cost,63.4
2010-09-30,Federal Deposit Insurance Corporation,2010,Y,Earned Revenue,18.8
2010-09-30,Federal Deposit Insurance Corporation,2010,Y,Subtotal,NA
2010-09-30,Federal Deposit Insurance Corporation,2010,Y,Change in Assumptions,NA
2010-09-30,Federal Deposit Insurance Corporation,2010,Y,Net Cost,44.6
2010-09-30,Department of Commerce,2010,Y,Gross Cost,13.9
2010-09-30,Department of Commerce,2010,Y,Earned Revenue,2.1
2010-09-30,Department of Commerce,2010,Y,Subtotal,NA
2010-09-30,Department of Commerce,2010,Y,Change in Assumptions,NA
2010-09-30,Department of Commerce,2010,Y,Net Cost,11.8
2010-09-30,Railroad Retirement Board,2010,Y,Gross Cost,22.7
2010-09-30,Railroad Retirement Board,2010,Y,Earned Revenue,11.2
2010-09-30,Railroad Retirement Board,2010,Y,Subtotal,NA
2010-09-30,Railroad Retirement Board,2010,Y,Change in Assumptions,NA
2010-09-30,Railroad Retirement Board,2010,Y,Net Cost,11.5
2010-09-30,Environmental Protection Agency,2010,Y,Gross Cost,10.1
2010-09-30,Environmental Protection Agency,2010,Y,Earned Revenue,0.6
2010-09-30,Environmental Protection Agency,2010,Y,Subtotal,NA
2010-09-30,Environmental Protection Agency,2010,Y,Change in Assumptions,NA
2010-09-30,Environmental Protection Agency,2010,Y,Net Cost,9.5
2010-09-30,Pension Benefit Guaranty Corporation,2010,Y,Gross Cost,22.9
2010-09-30,Pension Benefit Guaranty Corporation,2010,Y,Earned Revenue,10.5
2010-09-30,Pension Benefit Guaranty Corporation,2010,Y,Subtotal,NA
2010-09-30,Pension Benefit Guaranty Corporation,2010,Y,Change in Assumptions,NA
2010-09-30,Pension Benefit Guaranty Corporation,2010,Y,Net Cost,12.4
2010-09-30,Agency for International Development,2010,Y,Gross Cost,11.8
2010-09-30,Agency for International Development,2010,Y,Earned Revenue,0.7
2010-09-30,Agency for International Development,2010,Y,Subtotal,NA
2010-09-30,Agency for International Development,2010,Y,Change in Assumptions,NA
2010-09-30,Agency for International Development,2010,Y,Net Cost,11.1
2010-09-30,Tennessee Valley Authority,2010,Y,Gross Cost,10.2
2010-09-30,Tennessee Valley Authority,2010,Y,Earned Revenue,11
2010-09-30,Tennessee Valley Authority,2010,Y,Subtotal,NA
2010-09-30,Tennessee Valley Authority,2010,Y,Change in Assumptions,NA
2010-09-30,Tennessee Valley Authority,2010,Y,Net Cost,-0.8
2010-09-30,Federal Communications Commission,2010,Y,Gross Cost,8.8
2010-09-30,Federal Communications Commission,2010,Y,Earned Revenue,0.5
2010-09-30,Federal Communications Commission,2010,Y,Subtotal,NA
2010-09-30,Federal Communications Commission,2010,Y,Change in Assumptions,NA
2010-09-30,Federal Communications Commission,2010,Y,Net Cost,8.3
2010-09-30,National Science Foundation,2010,Y,Gross Cost,6.1
2010-09-30,National Science Foundation,2010,Y,Earned Revenue,NA
2010-09-30,National Science Foundation,2010,Y,Subtotal,NA
2010-09-30,National Science Foundation,2010,Y,Change in Assumptions,NA
2010-09-30,National Science Foundation,2010,Y,Net Cost,6.1
2010-09-30,Small Business Administration,2010,Y,Gross Cost,6.3
2010-09-30,Small Business Administration,2010,Y,Earned Revenue,0.4
2010-09-30,Small Business Administration,2010,Y,Subtotal,NA
2010-09-30,Small Business Administration,2010,Y,Change in Assumptions,NA
2010-09-30,Small Business Administration,2010,Y,Net Cost,5.9
2010-09-30,National Credit Union Administration,2010,Y,Gross Cost,6.1
2010-09-30,National Credit Union Administration,2010,Y,Earned Revenue,1.3
2010-09-30,National Credit Union Administration,2010,Y,Subtotal,NA
2010-09-30,National Credit Union Administration,2010,Y,Change in Assumptions,NA
2010-09-30,National Credit Union Administration,2010,Y,Net Cost,4.8
2010-09-30,U.S. Nuclear Regulatory Commission,2010,Y,Gross Cost,1.3
2010-09-30,U.S. Nuclear Regulatory Commission,2010,Y,Earned Revenue,0.8
2010-09-30,U.S. Nuclear Regulatory Commission,2010,Y,Subtotal,NA
2010-09-30,U.S. Nuclear Regulatory Commission,2010,Y,Change in Assumptions,NA
2010-09-30,U.S. Nuclear Regulatory Commission,2010,Y,Net Cost,0.5
2010-09-30,Securities and Exchange Commission,2010,Y,Gross Cost,1.1
2010-09-30,Securities and Exchange Commission,2010,Y,Earned Revenue,1.1
2010-09-30,Securities and Exchange Commission,2010,Y,Subtotal,NA
2010-09-30,Securities and Exchange Commission,2010,Y,Change in Assumptions,NA
2010-09-30,Securities and Exchange Commission,2010,Y,Net Cost,NA
2010-09-30,Smithsonian Institution,2010,Y,Gross Cost,0.9
2010-09-30,Smithsonian Institution,2010,Y,Earned Revenue,NA
2010-09-30,Smithsonian Institution,2010,Y,Subtotal,NA
2010-09-30,Smithsonian Institution,2010,Y,Change in Assumptions,NA
2010-09-30,Smithsonian Institution,2010,Y,Net Cost,0.9
2010-09-30,General Services Administration,2010,Y,Gross Cost,1
2010-09-30,General Services Administration,2010,Y,Earned Revenue,0.5
2010-09-30,General Services Administration,2010,Y,Subtotal,NA
2010-09-30,General Services Administration,2010,Y,Change in Assumptions,NA
2010-09-30,General Services Administration,2010,Y,Net Cost,0.5
2010-09-30,Export-Import Bank of the United States,2010,Y,Gross Cost,1.5
2010-09-30,Export-Import Bank of the United States,2010,Y,Earned Revenue,0.8
2010-09-30,Export-Import Bank of the United States,2010,Y,Subtotal,NA
2010-09-30,Export-Import Bank of the United States,2010,Y,Change in Assumptions,NA
2010-09-30,Export-Import Bank of the United States,2010,Y,Net Cost,0.7
2010-09-30,Farm Credit System Insurance Corporation,2010,Y,Gross Cost,NA
2010-09-30,Farm Credit System Insurance Corporation,2010,Y,Earned Revenue,0.3
2010-09-30,Farm Credit System Insurance Corporation,2010,Y,Subtotal,NA
2010-09-30,Farm Credit System Insurance Corporation,2010,Y,Change in Assumptions,NA
2010-09-30,Farm Credit System Insurance Corporation,2010,Y,Net Cost,-0.3
2010-09-30,All other entities,2010,Y,Gross Cost,51.3
2010-09-30,All other entities,2010,Y,Earned Revenue,0.7
2010-09-30,All other entities,2010,Y,Subtotal,NA
2010-09-30,All other entities,2010,Y,Change in Assumptions,NA
2010-09-30,All other entities,2010,Y,Net Cost,50.6
2010-09-30,Subtotal before loss/(gain) from changes in assumptions in 2010,2010,Y,Gross Cost,3735.6
2010-09-30,Subtotal before loss/(gain) from changes in assumptions in 2010,2010,Y,Earned Revenue,300.9
2010-09-30,Subtotal before loss/(gain) from changes in assumptions in 2010,2010,Y,Subtotal,NA
2010-09-30,Subtotal before loss/(gain) from changes in assumptions in 2010,2010,Y,Change in Assumptions,NA
2010-09-30,Subtotal before loss/(gain) from changes in assumptions in 2010,2010,Y,Net Cost,3434.7
2010-09-30,Subtotal of loss/(gain) from changes in assumptions,2010,Y,Gross Cost,NA
2010-09-30,Subtotal of loss/(gain) from changes in assumptions,2010,Y,Earned Revenue,NA
2010-09-30,Subtotal of loss/(gain) from changes in assumptions,2010,Y,Subtotal,NA
2010-09-30,Subtotal of loss/(gain) from changes in assumptions,2010,Y,Change in Assumptions,NA
2010-09-30,Subtotal of loss/(gain) from changes in assumptions,2010,Y,Net Cost,NA
2010-09-30,Total,2010,Y,Gross Cost,3735.6
2010-09-30,Total,2010,Y,Earned Revenue,300.9
2010-09-30,Total,2010,Y,Subtotal,NA
2010-09-30,Total,2010,Y,Change in Assumptions,NA
2010-09-30,Total,2010,Y,Net Cost,3434.7
2009-09-30,Department of Health and Human Services,2009,N,Gross Cost,866.4
2009-09-30,Department of Health and Human Services,2009,N,Earned Revenue,59.5
2009-09-30,Department of Health and Human Services,2009,N,Subtotal,NA
2009-09-30,Department of Health and Human Services,2009,N,Change in Assumptions,NA
2009-09-30,Department of Health and Human Services,2009,N,Net Cost,806.9
2009-09-30,Social Security Administration,2009,N,Gross Cost,736.6
2009-09-30,Social Security Administration,2009,N,Earned Revenue,0.4
2009-09-30,Social Security Administration,2009,N,Subtotal,NA
2009-09-30,Social Security Administration,2009,N,Change in Assumptions,NA
2009-09-30,Social Security Administration,2009,N,Net Cost,736.2
2009-09-30,Department of Defense,2009,N,Gross Cost,718.4
2009-09-30,Department of Defense,2009,N,Earned Revenue,35.6
2009-09-30,Department of Defense,2009,N,Subtotal,NA
2009-09-30,Department of Defense,2009,N,Change in Assumptions,NA
2009-09-30,Department of Defense,2009,N,Net Cost,682.8
2009-09-30,Department of the Treasury,2009,N,Gross Cost,254.6
2009-09-30,Department of the Treasury,2009,N,Earned Revenue,19.4
2009-09-30,Department of the Treasury,2009,N,Subtotal,NA
2009-09-30,Department of the Treasury,2009,N,Change in Assumptions,NA
2009-09-30,Department of the Treasury,2009,N,Net Cost,235.2
2009-09-30,Interest on Treasury Securities held by the public,2009,N,Gross Cost,189.1
2009-09-30,Interest on Treasury Securities held by the public,2009,N,Earned Revenue,NA
2009-09-30,Interest on Treasury Securities held by the public,2009,N,Subtotal,NA
2009-09-30,Interest on Treasury Securities held by the public,2009,N,Change in Assumptions,NA
2009-09-30,Interest on Treasury Securities held by the public,2009,N,Net Cost,189.1
2009-09-30,Department of Labor,2009,N,Gross Cost,140.2
2009-09-30,Department of Labor,2009,N,Earned Revenue,NA
2009-09-30,Department of Labor,2009,N,Subtotal,NA
2009-09-30,Department of Labor,2009,N,Change in Assumptions,NA
2009-09-30,Department of Labor,2009,N,Net Cost,140.2
2009-09-30,Department of Agriculture,2009,N,Gross Cost,132
2009-09-30,Department of Agriculture,2009,N,Earned Revenue,10.5
2009-09-30,Department of Agriculture,2009,N,Subtotal,NA
2009-09-30,Department of Agriculture,2009,N,Change in Assumptions,NA
2009-09-30,Department of Agriculture,2009,N,Net Cost,121.5
2009-09-30,Department of Transportation,2009,N,Gross Cost,80.1
2009-09-30,Department of Transportation,2009,N,Earned Revenue,0.5
2009-09-30,Department of Transportation,2009,N,Subtotal,NA
2009-09-30,Department of Transportation,2009,N,Change in Assumptions,NA
2009-09-30,Department of Transportation,2009,N,Net Cost,79.6
2009-09-30,Department of Housing and Urban Development,2009,N,Gross Cost,62.6
2009-09-30,Department of Housing and Urban Development,2009,N,Earned Revenue,1
2009-09-30,Department of Housing and Urban Development,2009,N,Subtotal,NA
2009-09-30,Department of Housing and Urban Development,2009,N,Change in Assumptions,NA
2009-09-30,Department of Housing and Urban Development,2009,N,Net Cost,61.6
2009-09-30,Department of Homeland Security,2009,N,Gross Cost,62.1
2009-09-30,Department of Homeland Security,2009,N,Earned Revenue,8.4
2009-09-30,Department of Homeland Security,2009,N,Subtotal,NA
2009-09-30,Department of Homeland Security,2009,N,Change in Assumptions,NA
2009-09-30,Department of Homeland Security,2009,N,Net Cost,53.7
2009-09-30,Federal Deposit Insurance Corporation,2009,N,Gross Cost,63.4
2009-09-30,Federal Deposit Insurance Corporation,2009,N,Earned Revenue,18.8
2009-09-30,Federal Deposit Insurance Corporation,2009,N,Subtotal,NA
2009-09-30,Federal Deposit Insurance Corporation,2009,N,Change in Assumptions,NA
2009-09-30,Federal Deposit Insurance Corporation,2009,N,Net Cost,44.6
2009-09-30,Department of Energy,2009,N,Gross Cost,46.8
2009-09-30,Department of Energy,2009,N,Earned Revenue,3.9
2009-09-30,Department of Energy,2009,N,Subtotal,NA
2009-09-30,Department of Energy,2009,N,Change in Assumptions,NA
2009-09-30,Department of Energy,2009,N,Net Cost,42.9
2009-09-30,Department of Education,2009,N,Gross Cost,44.9
2009-09-30,Department of Education,2009,N,Earned Revenue,6.5
2009-09-30,Department of Education,2009,N,Subtotal,NA
2009-09-30,Department of Education,2009,N,Change in Assumptions,NA
2009-09-30,Department of Education,2009,N,Net Cost,38.4
2009-09-30,Department of Justice,2009,N,Gross Cost,31.2
2009-09-30,Department of Justice,2009,N,Earned Revenue,1.1
2009-09-30,Department of Justice,2009,N,Subtotal,NA
2009-09-30,Department of Justice,2009,N,Change in Assumptions,NA
2009-09-30,Department of Justice,2009,N,Net Cost,30.1
2009-09-30,Office of Personnel Management,2009,N,Gross Cost,41.2
2009-09-30,Office of Personnel Management,2009,N,Earned Revenue,16.9
2009-09-30,Office of Personnel Management,2009,N,Subtotal,NA
2009-09-30,Office of Personnel Management,2009,N,Change in Assumptions,NA
2009-09-30,Office of Personnel Management,2009,N,Net Cost,24.3
2009-09-30,National Aeronautics and Space Administration,2009,N,Gross Cost,24.2
2009-09-30,National Aeronautics and Space Administration,2009,N,Earned Revenue,0.1
2009-09-30,National Aeronautics and Space Administration,2009,N,Subtotal,NA
2009-09-30,National Aeronautics and Space Administration,2009,N,Change in Assumptions,NA
2009-09-30,National Aeronautics and Space Administration,2009,N,Net Cost,24.1
2009-09-30,Department of State,2009,N,Gross Cost,25.6
2009-09-30,Department of State,2009,N,Earned Revenue,2.5
2009-09-30,Department of State,2009,N,Subtotal,NA
2009-09-30,Department of State,2009,N,Change in Assumptions,NA
2009-09-30,Department of State,2009,N,Net Cost,23.1
2009-09-30,Department of the Interior,2009,N,Gross Cost,20.8
2009-09-30,Department of the Interior,2009,N,Earned Revenue,2.2
2009-09-30,Department of the Interior,2009,N,Subtotal,NA
2009-09-30,Department of the Interior,2009,N,Change in Assumptions,NA
2009-09-30,Department of the Interior,2009,N,Net Cost,18.6
2009-09-30,Pension Benefit Guaranty Corporation,2009,N,Gross Cost,22.9
2009-09-30,Pension Benefit Guaranty Corporation,2009,N,Earned Revenue,10.5
2009-09-30,Pension Benefit Guaranty Corporation,2009,N,Subtotal,NA
2009-09-30,Pension Benefit Guaranty Corporation,2009,N,Change in Assumptions,NA
2009-09-30,Pension Benefit Guaranty Corporation,2009,N,Net Cost,12.4
2009-09-30,Department of Commerce,2009,N,Gross Cost,13.9
2009-09-30,Department of Commerce,2009,N,Earned Revenue,2.1
2009-09-30,Department of Commerce,2009,N,Subtotal,NA
2009-09-30,Department of Commerce,2009,N,Change in Assumptions,NA
2009-09-30,Department of Commerce,2009,N,Net Cost,11.8
2009-09-30,Railroad Retirement Board,2009,N,Gross Cost,22.7
2009-09-30,Railroad Retirement Board,2009,N,Earned Revenue,11.2
2009-09-30,Railroad Retirement Board,2009,N,Subtotal,NA
2009-09-30,Railroad Retirement Board,2009,N,Change in Assumptions,NA
2009-09-30,Railroad Retirement Board,2009,N,Net Cost,11.5
2009-09-30,Agency for International Development,2009,N,Gross Cost,11.8
2009-09-30,Agency for International Development,2009,N,Earned Revenue,0.7
2009-09-30,Agency for International Development,2009,N,Subtotal,NA
2009-09-30,Agency for International Development,2009,N,Change in Assumptions,NA
2009-09-30,Agency for International Development,2009,N,Net Cost,11.1
2009-09-30,Environmental Protection Agency,2009,N,Gross Cost,10.1
2009-09-30,Environmental Protection Agency,2009,N,Earned Revenue,0.6
2009-09-30,Environmental Protection Agency,2009,N,Subtotal,NA
2009-09-30,Environmental Protection Agency,2009,N,Change in Assumptions,NA
2009-09-30,Environmental Protection Agency,2009,N,Net Cost,9.5
2009-09-30,Federal Communications Commission,2009,N,Gross Cost,8.8
2009-09-30,Federal Communications Commission,2009,N,Earned Revenue,0.5
2009-09-30,Federal Communications Commission,2009,N,Subtotal,NA
2009-09-30,Federal Communications Commission,2009,N,Change in Assumptions,NA
2009-09-30,Federal Communications Commission,2009,N,Net Cost,8.3
